site_code,qtr,collection_period,lowest_taxon,is_baseline,AFDM,AFDM_b_all,AFDM_sd20,AFDM_b_qtr,AFDM_b_qtr_fill,AFDM_RR_b_qtr,AFDM_RR_b_all,AFDM_LRR_b_qtr,AFDM_LRR_b_all
AR,1,2018-02-01,C. lutrensis,test,0.04668582031961305,0.025235608936602094,0.0389087686318905,0.0066535333805706805,0.0066535333805706805,2.4038314286953164,0.6087651676917345,0.8770638930393635,-0.49632268876968644
AR,1,2018-02-01,G. affinis,test,0.00521212142244065,0.0017503058742050664,0.0021751359909379054,0.00554833790165585,0.00554833790165585,-0.0216239498615086,0.29461493047897214,-3.8339537886608546,-1.222086095725356
AR,1,2018-02-01,H. cyanoguttatus,test,0.01788338383051595,0.16256509228392654,0.17937349722326754,0.07564373233256394,0.07564373233256394,-0.6744258678236753,-0.8384181675362328,-0.3938935162334229,-0.17623829635596433
AR,1,2018-02-01,L. macrochirus,test,0.03550201693815384,0.1545482247111816,0.09610887686514649,0.09325576854654616,0.09325576854654616,-0.5593271196500542,-0.723473060751522,-0.5810207897729049,-0.3236919682250793
AR,1,2018-02-01,L. megalotis,test,0.09041596411405634,0.09550000497492878,0.08270626130903035,0.049869621861622984,0.049869621861622984,0.6772440010753425,-0.04818995849413109,-0.389723655826052,-3.032604609626571
AR,2,2018-04-01,C. lutrensis,test,0.03389021688337056,0.025235608936602094,0.0389087686318905,0.10460078288875148,0.10460078288875148,-0.6170164306296502,0.24562106936594524,-0.48285962556154455,-1.4039652990680473
AR,2,2018-04-01,G. affinis,test,0.00105336852870703,0.0017503058742050664,0.0021751359909379054,4.89880354789723e-4,4.89880354789723e-4,0.053717311814716354,-0.059312272630110206,-2.924019949258321,-2.8249390360421374
AR,2,2018-04-01,H. cyanoguttatus,test,0.03760890634091714,0.16256509228392654,0.17937349722326754,0.29776597137992117,0.29776597137992117,-0.8453080887160641,-0.7241104460305056,-0.1680541160452869,-0.3228113484650614
AR,2,2018-04-01,L. macrochirus,test,0.00974059859690607,0.1545482247111816,0.09610887686514649,0.21015532465531395,0.21015532465531395,-0.9103333129561462,-0.8800315309900476,-0.09394446856085598,-0.1277975414812794
AR,2,2018-05-01,C. lutrensis,test,0.04104415553788187,0.025235608936602094,0.0389087686318905,0.10460078288875148,0.10460078288875148,-0.5545915634151217,0.4486525727346846,-0.5895233579336142,-0.8015064708631497
AR,2,2018-05-01,H. cyanoguttatus,test,0.05185827767756623,0.16256509228392654,0.17937349722326754,0.29776597137992117,0.29776597137992117,-0.7990087162651085,-0.6415365537788549,-0.2243834243077696,-0.44388911482130844
AR,2,2018-05-01,L. cyanellus,test,0.09774995216979825,0.09569433061373665,0.14625286401130153,0.4147794062519115,0.4147794062519115,-0.7463390395486872,0.01944874000455075,-0.2925753054147701,-3.9399729922731086
AR,2,2018-05-01,L. macrochirus,test,0.08637604909819337,0.1545482247111816,0.09610887686514649,0.21015532465531395,0.21015532465531395,-0.5622361201161749,-0.4142990648039225,-0.5758333747681448,-0.8811671871933332
AR,2,2018-05-01,L. megalotis,test,0.3454637441120031,0.09550000497492878,0.08270626130903035,0.02108709594053259,0.02108709594053259,10.43444678113324,2.3693244298564364,2.345112523420211,0.862604863818882
AR,2,2018-05-01,M. salmoides,test,0.04610500915132543,0.1419549659705135,0.1258642318497917,0.2642868720828617,0.2642868720828617,-0.7954513508966766,-0.6307787060923532,-0.22884558845251823,-0.46080018145042556
AR,2,2018-06-01,A. melas,test,3.0876278803467893e-4,0,NA,NA,0,0.030876278803467893,0.030876278803467893,-3.4777670661559257,-3.4777670661559257
AR,2,2018-06-01,A. natalis,test,7.647861269583387e-4,0.009009286319204415,0.0012658365724329494,NA,0.009009286319204415,-0.43370908585436724,-0.43370908585436724,-0.8353812787306345,-0.8353812787306345
AR,2,2018-06-01,C. lutrensis,test,0.01647151810805579,0.025235608936602094,0.0389087686318905,0.10460078288875148,0.10460078288875148,-0.769011018591793,-0.24872823524393042,-0.26264998111127336,-1.39139440327829
AR,2,2018-06-01,G. affinis,test,0.00354077978826717,0.0017503058742050664,0.0021751359909379054,4.89880354789723e-4,4.89880354789723e-4,0.2908421574212134,0.1523767919942112,-1.2349745733306219,-1.8813989308284522
AR,2,2018-06-01,H. cyanoguttatus,test,1.243165878398919,0.16256509228392654,0.17937349722326754,0.29776597137992117,0.29776597137992117,3.0718142840163134,6.261989443015783,1.1222683590362106,1.8344979370222088
AR,2,2018-06-01,L. gulosus,test,0.01236530442238999,0.03259869004830135,0.02885092406958945,0.01623349207533391,0.01623349207533391,-0.147452258427348,-0.47497670944738773,-1.914250827274243,-0.7444895088919816
AR,2,2018-06-01,L. macrochirus,test,0.10311876254005728,0.1545482247111816,0.09610887686514649,0.21015532465531395,0.21015532465531395,-0.48618656979038954,-0.3125494806242629,-0.721162840290373,-1.1629924843421773
AR,2,2018-06-01,L. megalotis,test,0.05725703531698289,0.09550000497492878,0.08270626130903035,0.02108709594053259,0.02108709594053259,1.1635033213022157,-0.362492586299252,0.1514355583347476,-1.0147512564848145
AR,2,2018-06-01,L. oculatus,test,1.845395830133893,3.620401982362673,4.097019980142464,0.723371371747163,0.723371371747163,1.5299539927685628,-0.48892826768279873,0.42523766486632336,-0.7155394921227849
AR,3,2017-09-01,C. lutrensis,test,0.01069232436525181,0.025235608936602094,0.0389087686318905,0.004234711415582335,0.004234711415582335,0.453652537177572,-0.41274395448982837,-0.7904237105736477,-0.8849278431944886
AR,3,2017-09-01,G. affinis,test,6.175801416051478e-4,0.0017503058742050664,0.0021751359909379054,0.00110482660646392,0.00110482660646392,-0.04387699890560694,-0.09639968054674575,-3.126365039131739,-2.3392523912015664
AR,3,2017-09-01,H. cyanoguttatus,test,0.01725211007988051,0.16256509228392654,0.17937349722326754,0.05810529062777417,0.05810529062777417,-0.5998532591421502,-0.8420763451101583,-0.511070221774061,-0.1718845976979838
AR,3,2017-09-01,I. punctatus,test,0.00158974565204012,0.012541698673723891,0.012021593969343028,0.018054058152278417,0.018054058152278417,-0.5868781055086372,-0.4858530486191841,-0.5329381374320985,-0.7218490699007245
AR,3,2017-09-01,L. auritus,test,0.06079443198565861,0.03007541030742612,NA,NA,0.03007541030742612,0.766530434562766,0.766530434562766,-0.2658808755710297,-0.2658808755710297
AR,3,2017-09-01,L. cyanellus,test,0.02853761290266358,0.09569433061373665,0.14625286401130153,0.005241137782626975,0.005241137782626975,1.528525983577927,-0.6353861869516868,0.4243038616010105,-0.4535222965210638
AR,3,2017-09-01,L. macrochirus,test,0.04739327034266833,0.1545482247111816,0.09610887686514649,0.10670449158321492,0.10670449158321492,-0.5082171254587519,-0.6512069914858931,-0.6768465103979049,-0.42892772804017937
AR,3,2018-07-01,C. lutrensis,test,0.00215681669862074,0.025235608936602094,0.0389087686318905,0.004234711415582335,0.004234711415582335,-0.14597378593056567,-0.654984912549859,-1.924328221815331,-0.4231430778872025
AR,3,2018-07-01,G. affinis,test,0.00397233616486815,0.0017503058742050664,0.0021751359909379054,0.00110482660646392,0.00110482660646392,0.2582219119689005,0.18910403818006216,-1.3539359398446498,-1.6654579488124601
AR,3,2018-07-01,I. punctatus,test,0.0270251534637492,0.012541698673723891,0.012021593969343028,0.018054058152278417,0.018054058152278417,0.3197788805731905,0.6425183389975925,-1.1401255202464429,-0.44235991943319686
AR,3,2018-07-01,L. megalotis,test,0.00421694791731544,0.09550000497492878,0.08270626130903035,0.11712267557444293,0.11712267557444293,-0.8881635565561236,-0.8652422061904738,-0.11859936763904892,-0.14474580408832818
AR,3,2018-08-01,L. cyanellus,test,0.04988878593811828,0.09569433061373665,0.14625286401130153,0.005241137782626975,0.005241137782626975,2.929417002343758,-0.43337749914909074,1.074803427921465,-0.836146108280936
AR,3,2018-08-01,L. gulosus,test,0.00789020670351774,0.03259869004830135,0.02885092406958945,0.0303718743379124,0.0303718743379124,-0.5568645995036843,-0.580029182042157,-0.5854331574680659,-0.5446768628415841
AR,3,2018-08-01,L. megalotis,test,0.0175209903457732,0.09550000497492878,0.08270626130903035,0.11712267557444293,0.11712267557444293,-0.783508408539931,-0.7391375445687103,-0.24397348522076354,-0.3022712527968243
AR,3,2018-08-01,M. salmoides,test,0.08942410684848043,0.1419549659705135,0.1258642318497917,0.13042638231092288,0.13042638231092288,-0.2919841328081635,-0.3457001802246236,-1.2310558178883804,-1.0621834107222567
AR,4,2017-11-01,A. rostrata,test,0.4043881297170211,0.18003217641328662,0.10719838190239699,NA,0.18003217641328662,1.1806208692563709,1.1806208692563709,0.16604046049048785,0.16604046049048785
AR,4,2017-11-01,C. lutrensis,test,0.03444389083427352,0.025235608936602094,0.0389087686318905,0.02513599503757857,0.02513599503757857,0.26491055075400577,0.26133454694197256,-1.3283630543013296,-1.3419539034000125
AR,4,2017-11-01,G. affinis,test,0.00221511882494288,0.0017503058742050664,0.0021751359909379054,8.042422540579194e-4,8.042422540579194e-4,0.13058542540130988,0.03955751924366472,-2.0357276656007026,-3.2299994828980263
AR,4,2017-11-01,H. cyanoguttatus,test,0.11076941384443412,0.16256509228392654,0.17937349722326754,0.28634581434344425,0.28634581434344425,-0.5924713358547027,-0.300151541392111,-0.523452785447418,-1.2034677938914708
AR,4,2017-11-01,L. auritus,test,0.04211946057432751,0.03007541030742612,NA,NA,0.03007541030742612,0.3005346713735226,0.3005346713735226,-1.202192152715683,-1.202192152715683
AR,4,2017-11-01,L. cyanellus,test,0.01574078959242347,0.09569433061373665,0.14625286401130153,0.04249039376086203,0.04249039376086203,-0.5096095161774846,-0.7564600727119981,-0.674110501080867,-0.27910552611287975
AR,4,2017-11-01,L. macrochirus,test,0.24179890251228364,0.1545482247111816,0.09610887686514649,0.23588086403171754,0.23588086403171754,0.02406872329764833,0.5302438112246195,-3.7268420698216307,-0.6344183570347459
AR,4,2017-11-01,L. megalotis,test,0.28778940528663993,0.09550000497492878,0.08270626130903035,0.1567141720059185,0.1567141720059185,0.786227299716716,1.8226482582385393,-0.24050934296874193,0.6002905304197704
AR,4,2017-11-01,L. oculatus,test,1.4731132946067451,3.620401982362673,4.097019980142464,NA,3.620401982362673,-0.5914740841890099,-0.5914740841890099,-0.5251374102361226,-0.5251374102361226
AR,4,2017-11-01,M. salmoides,test,0.03532920178571834,0.1419549659705135,0.1258642318497917,0.04268022717734654,0.04268022717734654,-0.1395405028699131,-0.7016931858974956,-1.9694003767086345,-0.3542590276197041
AR,4,2017-12-01,C. lutrensis,test,0.02718223914461165,0.025235608936602094,0.0389087686318905,0.02513599503757857,0.02513599503757857,0.05823783003283627,0.05524610661652088,-2.843220134839417,-2.895957409546555
AR,4,2017-12-01,G. affinis,test,0.00314738714915827,0.0017503058742050664,0.0021751359909379054,8.042422540579194e-4,8.042422540579194e-4,0.21687267278927394,0.11889743891860341,-1.528444858993232,-2.1294940153104602
AR,4,2017-12-01,H. cyanoguttatus,test,0.06054687175601198,0.16256509228392654,0.17937349722326754,0.28634581434344425,0.28634581434344425,-0.7619440925382768,-0.5911868917269832,-0.27188209535949504,-0.525623081909612
AR,4,2017-12-01,L. cyanellus,test,0.0387590500935545,0.09569433061373665,0.14625286401130153,0.04249039376086203,0.04249039376086203,-0.07108621978160311,-0.5386786612827321,-2.643861775562158,-0.6186360615843224
AR,4,2017-12-01,L. macrochirus,test,0.091378032341055,0.1545482247111816,0.09610887686514649,0.23588086403171754,0.23588086403171754,-0.587694500992246,-0.38390078337827227,-0.5315480222352029,-0.9573711363984821
AR,4,2017-12-01,L. megalotis,test,0.27749341418375273,0.09550000497492878,0.08270626130903035,0.1567141720059185,0.1567141720059185,0.7244689562057535,1.7250559301117874,-0.3223163667167164,0.5452594732109108
EM,1,2018-02-01,D. cepedianum,test,0.15242340718771824,0.01309889019216845,NA,NA,0.01309889019216845,6.031654154656615,6.031654154656615,1.7970212939585888,1.7970212939585888
