site_code,collection_period,z_richness,z_shannon,z_simpson,z_canopy,z_d_oxygen,z_depth_mx,z_doc,z_ln_nitrate,z_ln_q2wk_cdc,z_ln_q2wk_max,z_ln_q2wk_med,z_ln_q2wk_min,z_ln_q2wk_mu,z_ln_q2wk_q25,z_ln_q2wk_q75,z_ln_q2wk_rsd,z_ln_q2wk_sd,z_ln_turbidity,z_ph,z_sand,z_silt,z_sqrt_ammonia,z_sqrt_bluegreen_cyano,z_sqrt_conductivity,z_sqrt_diatoms,z_sqrt_gravel,z_sqrt_green_algae,z_sqrt_phosphate,z_sqrt_rain,z_temperature,z_total_algae,z_width,z_ln_density,z_ln_biomass,z_sqrt_centroid_dist
SF,2017-03-01,-3.625,-1.7400037631621408,-1.277615773706662,-0.19737012982347713,0.513480790043289,-0.014851562499999998,-0.35163340352054373,-1.4052570407579403,-0.6711668925296357,-2.171094797327509,-1.4736579059551083,-0.9589739714991372,-1.8992646031120874,-1.2271803321997343,-1.675065331523797,-0.781536795076627,-2.2551947010317357,3.6872666167146777,-1.1179723556853087,0.07766662570312502,-0.017715870161458314,0.6939002580761227,0.21948371887397067,-0.07346824473568603,0.019264512909698106,-0.386951738077846,-0.5079920637834148,0.8916003049649125,-0.023189519429147154,-1.5650872564935057,3.7113003715738326,-0.26863593750000003,-0.30486825346875024,0.4468945841843053,0.19670279066439
SF,2017-09-01,0.375,-0.5231219374733844,-0.4167824955791972,-0.01041856788248896,4.763480790043289,-0.0461015625,0.0025954925833531206,0.8495373883018762,-0.13851677119855133,-0.8518111464905789,-0.26504472207267016,-0.1116761111119331,-0.7469337074355558,-0.07581747814609585,-0.5698085001370186,-0.5484070848263651,-0.8134518068990355,1.5289824055949444,0.7782776443146915,0.044524423953125,-0.06342861432812502,-0.05266185840273119,-0.5466700673603369,0.2157767018082355,-0.7669791819604236,0.05833736030997083,-0.19375857335221314,1.197966388238616,0.5839431188840631,2.5849127435064965,3.3252740979730486,0.5901140625000001,-1.2704488386866812,0.8789365962895888,-0.06312064051169941
SF,2017-11-01,1.375,0.07807707814319365,0.2269548192904982,-0.12190505425748899,-13.786519209956708,-0.07110156250000002,0.29447049258335234,0.69616340754279,0.10547425020806078,-0.5917343401306865,-0.05307447135658583,0.16161722388774802,-0.468446498136466,0.09790329787525964,-0.179916565491824,-0.3759939224584705,-0.4290683938150561,1.3473457188829379,-0.312972355685309,-0.04316670754687499,-0.038549203411458344,-0.1748794911269802,0.3780952915047904,0.2325583234168782,0.15869150404354693,0.1362964056867022,0.42792964322558724,0.6357643919651604,-0.6201919307160129,0.35991274350649505,-5.31302350373098,0.0888640624999999,1.4381809244133064,1.2963546559991408,0.1024557387736249
SF,2017-12-01,-0.625,-1.1178319690834764,-1.004145321606047,0.09431116174251108,11.563480790043286,0.34889843749999994,-0.7680295074166477,0.857373736631192,-1.1054524391732923,-0.8922206848284553,-0.08736354483521769,0.5670823319959122,-0.5271430511316568,0.14336567195201733,-0.3748736694573185,-1.4592782366928236,-1.5466417815280415,0.1412924313512165,-0.34047235568530887,-0.09852385054687499,0.11978412983854164,-0.1950821984444997,0.9574073294159372,-8.388202241595977e-4,1.2758038064555768,-0.14493970250598243,0.22313523057957418,-0.23008310460450898,-0.9692340172361789,-6.840087256493504,-5.1249766499309946,-0.0411359375,-0.8037883650675749,-1.113793192069784,-0.14254818721381968
SF,2018-02-01,-1.625,-1.3973398681284919,-1.124224615726584,-0.06109424350748893,20.213480790043292,-0.05860156250000001,-0.2321784435868608,0.8621469465503004,-1.8954228534825264,-1.1102228366422464,-0.42267366627625336,0.3403090126311237,-0.7995491703718205,-0.12441003338296097,-0.6207533017522673,-1.2377647107580116,-1.6604383770342657,2.9433665628174515,0.022027644314690953,-0.05983337429687499,-0.042715870161458336,1.2263034824866608,0.3738669553952694,0.08359661462735346,0.619315179159467,0.3668200642985343,1.0639184099455843,-0.8422213271569234,-1.1731469290503593,-6.2900872564935035,-8.581605810804591,-0.23613593749999984,0.9599539051792192,0.46853396763908484,0.09195206386093324
SF,2018-04-01,-1.625,0.6761293650689377,0.8790946407605547,0.256473323992511,-13.111519209956711,-0.1361015625,-0.2850749619621027,0.2888283456385641,-0.44700431938811636,-0.9451430862827976,-0.5620291871867646,-0.1116761111119331,-0.9856263926870636,-0.5093405390494175,-0.7547825783801048,-0.3171078695792049,-0.8791370567659693,-1.4909321864062453,0.24702764431469149,-0.10983337429687498,0.20728412983854166,0.45639228571487744,-0.42652575551827376,0.14352774623401832,-0.19916967965469168,-0.16380818676363607,-0.30295786531720514,-0.3440583184351642,0.46273671047188536,-2.390087256493505,2.257413268653467,-0.08613593749999993,0.041572729395040586,-0.9997615945798144,-0.2291549550911744
SF,2018-05-01,-0.625,0.2953310136887555,0.3154691145438919,0.11458143199251103,-0.48651920995671105,-0.1086015625,-0.2776448920320327,0.1693593566362428,-0.2724307817743896,-1.9115836018424242,-1.12398415747536,-1.1020748151398103,-1.682765594516546,-1.1903663590770182,-1.3974335949255177,-0.49612914221651794,-1.620113299691878,1.2716544520488515,0.45202764431469067,-0.184833374296875,0.2572841298385417,-1.0423800588317036,-0.6126280351521343,0.2962973524244843,-0.47407516552749096,0.098556077703855,0.02246453511742308,0.09504002903153641,-0.3978796774086337,1.9599127435064965,1.4710075831558225,-0.1661359375,-0.5502075510385483,-1.768447011102668,0.014890996360918951
SF,2018-06-01,-1.625,-0.8484340524862284,-0.640216013568446,0.31728413474251105,-13.76151920995671,0.3463984375,-0.058484052871193626,0.7856513349136018,0.16914179097931026,-1.595730652423947,-1.1077236366035792,-2.0575862601672466,-1.6107550585402741,-1.3896992616975095,-1.2050617022780612,0.09059656892998802,-1.0171270676735915,1.04468372313538,0.8595276443146904,0.21516662570312503,-0.06771587016145836,-2.1409923474998127,-0.6356175533768338,0.2971791089404805,-0.6347575472179646,-0.386951738077846,0.17661521494468113,0.23067685607216692,0.5787210972649977,2.3349127435064965,1.0327086401444987,0.13886406250000016,0.15051256880346858,0.1957593794792845,-0.2813426103611731
SF,2018-07-01,1.375,1.5922038705413262,0.9049946190863363,0.053770621242511085,-12.153185876623375,-0.033601562500000015,-0.07804087105301072,0.44690916152891136,6.51025825826307,7.124403382988981,0.8450751734469191,0.2247961255092794,5.7032474874309855,0.8237331258655636,3.895414295817984,6.990996858275968,7.836072031722887,-6.259495919302772,-0.028805689018642333,0.07766662570312502,-0.29271587016145834,0.35574875993518984,0.04583358741992072,-0.3597893098320917,0.10324019950733276,0.7322798377929995,-0.30295786531720514,0.2857568563155508,1.6162974431598514,3.4599127435064965,0.13966469997046538,-0.3111359375,-0.9956382383884619,-1.178899096700867,0.009944243247600904
SF,2018-09-01,-0.625,-0.647105547336964,-0.6652899120152753,0.1348517024925111,-11.861519209956711,0.11139843750000003,0.24799321985607925,-1.8190903986345022,3.7388762099572603,5.538495967965074,2.0437709206720114,1.2081731505998046,3.9174522817208266,0.7115613273769665,2.4869378791721184,4.064262639017437,6.1080335596894475,-2.5581939451902787,0.9420276443146918,0.165166625703125,-0.3177158701614583,0.20355694459326457,0.5519422213077729,-0.9995101444576449,-0.4898235224956301,0.4239784781384829,1.6319024475515234,-1.343162191690372,-1.4425590287939336,4.284912743506496,-9.669427727547642,0.3638640624999998,-1.3449504099461613,-3.550037447980224,-0.386160281558728
