Year Qtr,Site Code,Ammonia,Conductivity,D Oxygen,DOC,Nitrate,pH,Phosphate,Temperature,Turbidity
2017 Q1,AR,0.105,710.125,82.8,NA,0.6379999997686275,7.0775,4.128,19.05,700.875
2017 Q1,PD,0.075,736.75,77.65,NA,0.0230000000012187,7.1825,0.298,18.875,701.775
2017 Q1,SF,0.298,979,68.5,NA,1.8000000001761858,6.4275,4.275,23.275,696.15
2017 Q2,GC,0.098,517.75,64.69999999999999,NA,0.0480000000035638,7.135,0.408,22.575000000000003,697.675
2017 Q2,MR,0.17,1291,62.45,NA,0.03999999999472803,7.215,0.315,23.6,688.125
2017 Q2,PL,0.088,1135.5,103.65,NA,0.4400000000307253,7.3125,0.298,24.625,676.75
2017 Q2,TR,0.153,8923,120.225,NA,0.06999999999529445,7.987500000000001,0.125,22.525,702.15
2017 Q3,AR,0.10625,1041.1875,67.96875,6.19125,2.93458125,7.9593750000000005,1.508125,28.14375,50.842725660210064
2017 Q3,EM,0.06375,489.55,85.5625,4.561458333333333,0.1193575,7.8475,0.11875,28.4625,190.04791640781949
2017 Q3,GC,0.0825,510.575,75.3625,7.9825,0.30371250000000005,7.56375,0.53375,26.2625,67.01796395089741
2017 Q3,MR,0.11625,1815.875,34.1875,10.23375,0.021095,8.04375,0.05625000000000001,28.05,64.95536547636542
2017 Q3,PD,0.08374999999999999,1014,69.7625,6.91875,0.7146975,7.33375,0.1775,27.237499999999997,66.62200223019454
2017 Q3,PL,0.08125,1477,133.375,4.72875,0.5564874999999999,7.828749999999999,0.07125000000000001,28.950000000000003,67.05241272180885
2017 Q3,SF,0.138125,1280.6875,72.675,6.6921875,12.746500000000001,7.784375000000001,3.2175000000000002,28.7125,73.45355257805974
2017 Q3,TR,0.195,5858.5,43.3875,14.4075,0.110905,8.18875,0.31375,27,94.65395206954344
2017 Q3,WM,0.1025,540.075,55.00625,10.469375,0.1493875,8.07,0.24125,25.9375,70.2338918619152
