site_code,qtr,collection_period,com,is_baseline,dens,dens_b_all,dens_sd20,dens_b_qtr,dens_b_qtr_fill,dens_RR_b_qtr,dens_RR_b_all,dens_LRR_b_qtr,dens_LRR_b_all
AR,1,2018-02-01,community,test,0.5470085470085471,0.4801042239500725,0.313852312769779,0.3455318708143839,0.3455318708143839,0.5666909009666536,0.1365103987867082,-0.5679412721086545,-1.9913544856711864
AR,2,2018-04-01,community,test,0.17507598784194528,0.4801042239500725,0.313852312769779,0.7493276230231514,0.7493276230231514,-0.7562633279359805,-0.6223742240980988,-0.2793656460753827,-0.4742137206996614
AR,2,2018-05-01,community,test,0.562962962962963,0.4801042239500725,0.313852312769779,0.7493276230231514,0.7493276230231514,-0.24543379485946376,0.16906350723745525,-1.4047280428231927,-1.7774808521774632
AR,2,2018-06-01,community,test,0.26347305389221554,0.4801042239500725,0.313852312769779,0.7493276230231514,0.7493276230231514,-0.6398484058785814,-0.4420104122178009,-0.4465239965002738,-0.8164218401280537
AR,3,2017-09-01,community,test,0.2620134228187919,0.4801042239500725,0.313852312769779,0.338554330956359,0.338554330956359,-0.2195953437949117,-0.4449886176730804,-1.5159687726912607,-0.8097065754057668
AR,3,2018-07-01,community,test,0.08142493638676844,0.4801042239500725,0.313852312769779,0.338554330956359,0.338554330956359,-0.7377024805977368,-0.8134581749777329,-0.3042146784870734,-0.20646076731688964
AR,3,2018-08-01,community,test,0.054794520547945195,0.4801042239500725,0.313852312769779,0.338554330956359,0.338554330956359,-0.8141049621441718,-0.867794404982427,-0.20566597516937227,-0.14180045299701743
AR,4,2017-11-01,community,test,0.9766526019690577,0.4801042239500725,0.313852312769779,0.6889009471107794,0.6889009471107794,0.4117202245151173,1.0131485381149645,-0.8874112270137228,0.013062846417401163
AR,4,2017-12-01,community,test,0.5333333333333333,0.4801042239500725,0.313852312769779,0.6889009471107794,0.6889009471107794,-0.22258892969104507,0.10860773440035341,-1.5024285732235205,-2.220012654862157
EM,1,2018-02-01,community,test,1.5300348010289,0.3070226089780149,0.22132516197947583,0.26682845091581436,0.26682845091581436,4.563137733618414,3.8578074793892676,1.5180104863721162,1.3500990115767355
EM,1,2018-03-01,community,test,1.1135244988612518,0.3070226089780149,0.22132516197947583,0.26682845091581436,0.26682845091581436,3.0585586313269664,2.5439885580500246,1.117943769478149,0.9337331478459157
EM,2,2018-04-01,community,test,0.52018779342723,0.3070226089780149,0.22132516197947583,0.1464805052484293,0.1464805052484293,2.3882034863416437,0.6723974202861909,0.8705414039358805,-0.3969057140311949
EM,2,2018-05-01,community,test,0.6893977947413062,0.3070226089780149,0.22132516197947583,0.1464805052484293,0.1464805052484293,3.4695522527291085,1.2061448456182773,1.2440255518375454,0.18742919525415866
EM,2,2018-06-01,community,test,0.10804597701149421,0.3070226089780149,0.22132516197947583,0.1464805052484293,0.1464805052484293,-0.24561863585445493,-0.6276417716955937,-1.4039752067015896,-0.46578570250576656
EM,3,2018-07-01,community,test,0.03864734299516906,0.3070226089780149,0.22132516197947583,0.14381595283317913,0.14381595283317913,-0.683730184684228,-0.8465492945377197,-0.3801919060180192,-0.16658684574623928
EM,4,2017-10-01,community,test,0.4941892359998734,0.3070226089780149,0.22132516197947583,0.5906944750498441,0.5906944750498441,-0.16065611231393948,0.5903888925311261,-1.8284891467494722,-0.5269738193363894
EM,4,2017-11-01,community,test,1.405524861878453,0.3070226089780149,0.22132516197947583,0.5906944750498441,0.5906944750498441,1.3564805748562885,3.4650596575483292,0.30489353296734895,1.2427298496793175
EM,4,2017-12-01,community,test,1.9554779572239196,0.3070226089780149,0.22132516197947583,0.5906944750498441,0.5906944750498441,2.2720093805770882,5.199803741316831,0.8206646296255085,1.648620882820677
GC,1,2018-02-01,community,test,0.5346246973365616,0.35324324351964537,0.21125061462572456,0.09586940704716157,0.09586940704716157,4.144306674863571,0.499338823371966,1.421735506771,-0.694470408896609
GC,2,2018-04-01,community,test,0.42975206611570244,0.35324324351964537,0.21125061462572456,0.33913498963192235,0.33913498963192235,0.25954739334294075,0.2106269668080398,-1.3488159597454956,-1.5576666399580896
GC,2,2018-05-01,community,test,0.41510673234811163,0.35324324351964537,0.21125061462572456,0.33913498963192235,0.33913498963192235,0.2175999111297408,0.17030871167496467,-1.5250971724115505,-1.7701425377483155
GC,2,2018-06-01,community,test,0.3462686567164179,0.35324324351964537,0.21125061462572456,0.33913498963192235,0.33913498963192235,0.020432403787475562,-0.019200871393084237,-3.890633217383531,-3.952799615921801
GC,3,2018-07-01,community,test,0.01882352941176469,0.35324324351964537,0.21125061462572456,0.44440976222919304,0.44440976222919304,-0.9365692997651164,-0.9206495098643016,-0.06553176115437692,-0.0826758690491055
GC,3,2018-08-01,community,test,1.5978552278820375,0.35324324351964537,0.21125061462572456,0.44440976222919304,0.44440976222919304,2.5383377768875373,3.426387156723755,0.9315094482569463,1.2315063989824857
GC,4,2017-10-01,community,test,0.05374773181320874,0.35324324351964537,0.21125061462572456,0.5038424641899341,0.5038424641899341,-0.8759391520634515,-0.8245040122549147,-0.13245865157306194,-0.19297327070576753
GC,4,2017-11-01,community,test,0.6546603475513427,0.35324324351964537,0.21125061462572456,0.5038424641899341,0.5038424641899341,0.29350996438017457,0.8297941101701338,-1.2258436901022922,-0.1865776689994565
GC,4,2017-12-01,community,test,0.6161339421613394,0.35324324351964537,0.21125061462572456,0.5038424641899341,0.5038424641899341,0.21853288857399403,0.723731833507527,-1.5208187559840127,-0.32333435091768975
MR,1,2018-02-01,community,test,1.4031413612565442,0.14009397586867273,0.10633821057458157,0.13633308561920854,0.13633308561920854,8.65701881619482,8.415043828894213,2.158370415754992,2.1300210360539484
MR,1,2018-03-01,community,test,0.11737451737451732,0.14009397586867273,0.10633821057458157,0.13633308561920854,0.13633308561920854,-0.12955763328893138,-0.15136822355904667,-2.0436294521433926,-1.8880398440296713
MR,2,2018-04-01,community,test,0.08452830188679242,0.14009397586867273,0.10633821057458157,0.10396952604111598,0.10396952604111598,-0.17058265336042452,-0.37020589041160745,-1.7685353292794237,-0.9936959675387272
MR,2,2018-06-01,community,test,0.048484848484848436,0.14009397586867273,0.10633821057458157,0.10396952604111598,0.10396952604111598,-0.48683783712718726,-0.610345131132906,-0.7198241946625306,-0.49373069307041456
MR,3,2018-08-01,community,test,0.0358956193175109,0.14009397586867273,0.10633821057458157,0.13731442698126012,0.13731442698126012,-0.6884512925312516,-0.6942207770039481,-0.37331070764235735,-0.3649652465814859
MR,4,2017-10-01,community,test,0.2783882783882784,0.14009397586867273,0.10633821057458157,0.1813690903894,0.1813690903894,0.5069741816793017,0.9213847639069046,-0.679295200397074,-0.08187756242460885
MR,4,2017-11-01,community,test,0.983927323549965,0.14009397586867273,0.10633821057458157,0.1813690903894,0.1813690903894,4.193771478599341,5.622033414716248,1.4336004432983531,1.7266934160305776
MR,4,2017-12-01,community,test,0.6545454545454544,0.14009397586867273,0.10633821057458157,0.1813690903894,0.1813690903894,2.4725851138928956,3.4275291576452727,0.9052642081458482,1.2318396393897815
PD,1,2018-02-01,community,test,0.21480629075565782,0.33612352152759867,0.2570422495596068,0.16031581536626854,0.16031581536626854,0.31993784765205807,-0.35050270561363,-1.1396285281400125,-1.048386853240196
PD,1,2018-03-01,community,test,0.17300521998508572,0.33612352152759867,0.2570422495596068,0.16031581536626854,0.16031581536626854,0.07450514558221318,-0.4712719344313803,-2.596887087764096,-0.7523199960906332
PD,2,2018-04-01,community,test,0.17733664185277084,0.33612352152759867,0.2570422495596068,0.2255377987254551,0.2255377987254551,-0.2046429793158929,-0.4587578416341945,-1.5864883824426255,-0.779232786278916
PD,2,2018-05-01,community,test,0.18624338624338624,0.33612352152759867,0.2570422495596068,0.2255377987254551,0.2255377987254551,-0.1668284780391905,-0.4330249924152049,-1.790789071980657,-0.8369598334416298
PD,2,2018-06-01,community,test,0.5203252032520326,0.33612352152759867,0.2570422495596068,0.2255377987254551,0.2255377987254551,1.2515503079409527,0.5321848134199869,0.2243830291967934,-0.6307644563211025
PD,3,2018-08-01,community,test,0.5482541747993928,0.33612352152759867,0.2570422495596068,0.6980341473789095,0.6980341473789095,-0.21154343068620515,0.6128755778733735,-1.5533249555423485,-0.48959333612173117
PD,4,2017-10-01,community,test,0.15238095238095234,0.33612352152759867,0.2570422495596068,0.25031111111111104,0.25031111111111104,-0.3762042976657967,-0.5308583719930613,-0.9776229382947688,-0.6332600127265768
PD,4,2017-11-01,community,test,0.14646464646464646,0.33612352152759867,0.2570422495596068,0.25031111111111104,0.25031111111111104,-0.39893212473031475,-0.5479514198454423,-0.9189639900210668,-0.6015686458808338
PD,4,2017-12-01,community,test,0.4877129891257813,0.33612352152759867,0.2570422495596068,0.25031111111111104,0.25031111111111104,0.9119928726873967,0.4379634961794858,-0.09212310397409244,-0.8256197141348015
PL,1,2018-02-01,community,test,4.9604336043360435,1.134443869913226,0.8135158491642704,0.8127257642478779,0.8127257642478779,5.041422087808239,3.3430995044893828,1.6176882025629644,1.206898372023225
PL,1,2018-03-01,community,test,0.3440860215053763,1.134443869913226,0.8135158491642704,0.8127257642478779,0.8127257642478779,-0.5696184112708859,-0.6906042919062306,-0.5627885962485967,-0.37018827929572945
PL,2,2018-04-01,community,test,4.3127353266888155,1.134443869913226,0.8135158491642704,1.2590217312353835,1.2590217312353835,2.406352484193209,2.777149269030183,0.8781121089805349,1.0214249587814792
PL,2,2018-05-01,community,test,0.8032691185055458,1.134443869913226,0.8135158491642704,1.2590217312353835,1.2590217312353835,-0.3591369647280711,-0.28937614164755016,-1.024051445904709,-1.240027908931105
PL,2,2018-06-01,community,test,2.771967271433654,1.134443869913226,0.8135158491642704,1.2590217312353835,1.2590217312353835,1.1922140519417495,1.430846408958954,0.1758121262983528,0.35826616354832075
PL,3,2018-08-01,community,test,0.2513500245459008,1.134443869913226,0.8135158491642704,1.1106310112503401,1.1106310112503401,-0.7667831588434265,-0.771635786239375,-0.2655512309581653,-0.2592426197629905
PL,4,2017-10-01,community,test,0.2992207792207792,1.134443869913226,0.8135158491642704,1.2738083190296483,1.2738083190296483,-0.7591378910408524,-0.7298069504761077,-0.2755718434617145,-0.3149752312157306
PL,4,2017-11-01,community,test,2.8367149758454104,1.134443869913226,0.8135158491642704,1.2738083190296483,1.2738083190296483,1.2173987608968504,1.4874221014100535,0.19671641924970917,0.39704448826639027
PL,4,2017-12-01,community,test,1.0861840360647044,1.134443869913226,0.8135158491642704,1.2738083190296483,1.2738083190296483,-0.14614664836161645,-0.042168808027414025,-1.9231447205539651,-3.166074477513267
SF,1,2018-02-01,community,test,3.941002949852508,2.143299454679458,1.3761975993285218,2.9329312060527872,2.9329312060527872,0.3425400300647187,0.8348599593365233,-1.071366752007968,-0.1804912815661745
SF,2,2018-04-01,community,test,1.573109243697479,2.143299454679458,1.3761975993285218,2.5787786724381605,2.5787786724381605,-0.3884725409119364,-0.26479838173128506,-0.9455327914357226,-1.3287865662246456
SF,2,2018-05-01,community,test,0.8704663212435233,2.143299454679458,1.3761975993285218,2.5787786724381605,2.5787786724381605,-0.659891233415376,-0.5911082783538855,-0.41568025539781533,-0.5257560662526137
SF,2,2018-06-01,community,test,1.7541666666666667,2.143299454679458,1.3761975993285218,2.5787786724381605,2.5787786724381605,-0.3185332197575851,-0.18071466426425023,-1.1440285087570954,-1.710835932135137
SF,3,2017-09-01,community,test,0.4235992240100422,2.143299454679458,1.3761975993285218,0.7179271111046005,0.7179271111046005,-0.4043370312831561,-0.7986349631641978,-0.9055065129529092,-0.22485130474011042
SF,3,2018-07-01,community,test,0.5575757575757576,2.143299454679458,1.3761975993285218,0.7179271111046005,0.7179271111046005,-0.22028490364305303,-0.7364157798199753,-1.5128335538811468,-0.3059604015258349
SF,4,2017-11-01,community,test,6.357671957671958,2.143299454679458,1.3761975993285218,2.3435608291222843,2.3435608291222843,1.7055480694954719,1.9571697256663523,0.5338865074664582,0.6714994121271934
SF,4,2017-12-01,community,test,0.6754966887417219,2.143299454679458,1.3761975993285218,2.3435608291222843,2.3435608291222843,-0.7087406111371404,-0.6816528758914466,-0.3442656711007363,-0.38323473034408634
TR,1,2018-02-01,community,test,12.83646723646724,1.486838421095663,2.391151882400237,1.5201131999191433,1.5201131999191433,7.395762638441452,7.5824007824864745,2.0009072197758955,2.0258298754289124
TR,2,2018-04-01,community,test,4.046620046620046,1.486838421095663,2.391151882400237,0.4611379278385167,0.4611379278385167,7.61025998316667,1.7101255482543414,2.029497334649655,0.5365667878512285
TR,2,2018-06-01,community,test,2.8407407407407406,1.486838421095663,2.391151882400237,0.4611379278385167,0.4611379278385167,5.050756205978468,0.904507995361344,1.6195379758349036,-0.10036413464871478
TR,3,2018-07-01,community,test,1.0256410256410255,1.486838421095663,2.391151882400237,0.5642263648894122,0.5642263648894122,0.8035414062544396,-0.3081143488533973,-0.21872656276835925,-1.1772843023984054
TR,4,2017-10-01,community,test,1.1740827478532398,1.486838421095663,2.391151882400237,3.41851358114732,3.41851358114732,-0.6546367048495118,-0.20894417783149288,-0.42367484630630386,-1.565688154408016
TR,4,2017-11-01,community,test,1.5946127946127946,1.486838421095663,2.391151882400237,3.41851358114732,3.41851358114732,-0.5319800383944153,0.07200134095852662,-0.6311493121594624,-2.6310705357155335
