site_code,collection_period,year,qtr,month,day,nday,year_week,year_month,annualrain,density,biomass,richness,shannon,simpson,centroid_dist,canopy,d_oxygen,depth_mx,doc,ln_flood_duration,ln_flood_total_days,ln_lf_days,ln_lf_min,ln_nitrate,ln_turbidity,ln_wk4_iqr,ln_wk4_max,ln_wk4_max_to_annual_med,ln_wk4_max_to_wk4_med,ln_wk4_max_to_wk4_med_30mu,ln_wk4_med,ln_wk4_min,ln_wk4_min_to_annual_med,ph,sand,silt,sqrt_ammonia,sqrt_bluegreen_cyano,sqrt_conductivity,sqrt_diatoms,sqrt_gravel,sqrt_green_algae,sqrt_lf_drought_duration,sqrt_phosphate,sqrt_q_med_yr,sqrt_q_q25_yr,sqrt_rain,sqrt_wk4_75q_30mu,sqrt_wk4_med_30mu,sqrt_wk4_min_to_wk4_med_30mu,temperature,total_algae,width,wk4_max_30mu,wk4_min_to_wk4_med
SF,2017-03-01,2017,1,3,1,60,2017 W09,2017 Mar,56.67231884,1.1125037302297822,1.2129446687817804,3,1.5751882446720815,1.2856509669442693,0.8412112024276159,0.4853457354340118,68.5,0.22625,6.711396103896104,-0.18904014015271234,0,1.3862943611198906,1.2231934976254852,0.587786665,6.545565154355295,1.54164722874402,2.4759564661208535,0.074107972153721835,0.4605248852911917,-1.6745077549804837,2.0154315808296617,1.2231934976254852,-1.1786549963416462,6.4275,0.2625,0.4,-1.210661792476733,-1.3751631591636158,6.88653164253051,-0.6460946047511757,-1.6094379124341005,-3.631549388112655,0,1.4527841023887236,2.4018484939671314,1.829329301195801,10.380174471091296,4.298143963209215,4.150464221101337,-2.9272707234758517,23.275,18.02744230382121,2.7925,381.6976537857143,0.4528301886792453
SF,2017-09-01,2017,3,9,1,244,2017 W35,2017 Sep,56.67231884,0.4235992240100422,1.8684197606708846,7,2.792070070360838,2.146484245071734,0.4321119607176308,0.672297297375,72.75,0.195,7.065625000000001,-0.4332169878499658,0,1.575334501272603,2.070491358012689,2.8425810940598164,4.387280943235561,1.947112336852184,3.3534073646787443,0.9515588707116128,0.48798613179616784,-0.8080257121963634,2.8654212328825768,2.070491358012689,-0.3313571359544425,8.32375,0.22935779825,0.3542872558333333,-1.9572239089555867,-2.1413169453979233,7.175776589074432,-1.4323382996212974,-1.1641488140462837,-3.3173158976814534,0,1.7591501856624272,2.4018484939671314,1.829329301195801,10.987307109404506,4.917832846800709,4.161433076875108,-2.090941718862419,27.425,17.641416030220427,3.65125,13202.280817159091,0.45161290322580655
SF,2017-11-01,2017,4,11,1,305,2017 W44,2017 Nov,56.67231884,6.357671957671958,2.8363303476771615,8,3.393269085977416,2.7902215599414295,0.6772115040319663,0.560810811,54.2,0.16999999999999998,7.3575,-0.519860385419959,0,1.638347881323507,2.56692824432658,2.6892071133007303,4.205644256523555,2.0154315808296617,3.6134841710386367,1.211635677071505,0.46239902986051623,-0.17305483446641104,3.1510851411781204,2.56692824432658,0.1650797503594484,7.2325,0.14166666675,0.37916666675,-2.0794415416798357,-1.216551586532796,7.1925582106830745,-0.5066676136173269,-1.0861897686695523,-2.695627681103653,0,1.1969481893889715,2.4018484939671314,1.829329301195801,9.78317205980443,4.279550392995911,3.7865390055050474,-1.2196107611784677,25.2,9.003118428516398,3.15,1377.6533663863636,0.5575757575757575
SF,2017-12-01,2017,4,12,1,335,2017 W48,2017 Dec,56.67231884,0.6754966887417219,0.25470818478359336,6,2.197360038750746,1.5591214190448843,0.3339969452194784,0.777027027,79.55,0.59,6.295,-0.6931471805599453,0.7510710258025802,1.701361261374411,2.56692824432658,2.850417442389132,2.9995909689918334,1.5263797566132309,3.4017259419495525,0.9998774479824208,0.1918003007484985,-2.6155818913070132,3.2099256412010537,2.56692824432658,0.1650797503594484,7.205,0.08630952375,0.5375,-2.0996442489973552,-0.6372395486216492,6.959161067042037,0.610444688794703,-1.367425876862237,-2.900422093749666,0,0.3311006928193021,2.4018484939671314,1.829329301195801,9.434129973284264,6.8727244256631455,6.017307833256566,-3.450379588929986,18,9.191165282316383,3.02,3697.2538767272727,0.5257142857142857
SF,2018-02-01,2018,1,2,1,32,2018 W05,2018 Feb,56.67231884,3.941002949852508,1.2394780916582246,5,1.9178521397057304,1.4390421249243472,0.6600342819392949,0.62162162175,88.2,0.1825,6.830851063829787,0.07438118377140329,1.5138049618708678,2.2596482563945752,2.1722740523226314,2.8551906523082407,5.801665100458068,1.3593256719500648,3.094995674527077,-0.27802016154004405,0.2962658161431726,-1.0758688334367783,2.798729858383904,2.1722740523226314,-1.2007417837444896,7.5675,0.125,0.375,-0.6782585680661948,-1.220779922642317,7.04359650189355,-0.04604393850140684,-0.8556661100577202,-2.059638914383656,0,-0.28103752973311236,3.373015836067121,2.670112480561811,9.230217061470084,4.316892951938968,4.170864507963855,-1.998590455641224,18.55,5.734536121442787,2.825,179.1647552142857,0.5344827586206897
SF,2018-04-01,2018,2,4,1,91,2018 W13,2018 Apr,56.67231884,1.573109243697479,0.28547375943334086,5,3.99132137290316,3.442361381411486,0.24139329882031707,0.93918918925,54.875,0.105,6.777954545454545,0.5860667599923024,1.5201804919084165,2.137811865916553,2.293634909326899,2.2818720513965043,1.3673663512343717,2.7813381156720354,3.525778590619531,0.15276275455240998,0.5902897951202376,-0.6566953577619742,2.9354887954992934,2.293634909326899,-1.079380926740222,7.7925,0.07500000000000001,0.625,-1.448169764837978,-2.02117263355586,7.103527633500215,-0.8645287973155655,-1.3862943611198906,-3.4265151896464454,0,0.21712547898864687,3.373015836067121,2.670112480561811,10.866100700992328,4.434808175572298,4.182473948381505,-1.8888390390546064,22.45,16.573555200900845,2.975,734.6420593636363,0.5263157894736843
SF,2018-05-01,2018,2,5,1,121,2018 W18,2018 May,56.67231884,0.8704663212435233,0.132351954659759,6,3.6105230215229778,2.8787358551948232,0.5407600238967883,0.79729729725,67.5,0.1325,6.785384615384615,1.4178783035218538,1.5257590806912718,2.0794415416798357,1.0408719408315308,2.162403062394183,4.1299529896894684,1.905869378318135,3.0149529668535404,-0.3580628692135806,0.7651206801850343,-1.2510479344513077,2.249832286668506,1.0408719408315308,-2.3321438952355904,7.9975,0,0.675,-2.946942109384559,-2.2072749131897207,7.256297239690681,-1.1394342831883648,-1.1239300966523995,-3.101092789211817,1.0986122886681098,0.6562238264553475,3.373015836067121,2.670112480561811,10.00548431311181,5.121121420328807,4.266000901304848,-3.225128960473317,26.8,15.7871495154032,2.895,3148.12579875,0.2985074626865671
SF,2018-06-01,2018,2,6,1,152,2018 W22,2018 Jun,56.67231884,1.7541666666666667,0.9435705039789677,5,2.466757955347994,1.9230507270824853,0.192835389676402,1,54.225,0.5875,7.004545454545454,1.4391627045121036,1.535056728662697,2.4849066497880004,0.3477247602715854,2.778695040671542,3.902982260775997,1.3773441774527435,2.6094878587453763,-0.7635279773217449,0.42121346507630336,-1.7053505278175558,2.1882743936690727,0.3477247602715854,-3.0252910757955354,8.405,0.4,0.35,-4.045554398052668,-2.23026443141442,7.257178996206677,-1.3001166648788385,-1.6094379124341005,-2.946942109384559,0,0.791860653495978,3.373015836067121,2.670112480561811,10.98208508778544,5.08380358428649,4.314838386562932,-3.9671136262913462,27.175,15.348850572391877,3.2,5245.9152745227275,0.15873015873015872
SF,2018-07-01,2018,3,7,1,182,2018 W26,2018 Jul,56.67231884,0.5575757575757576,0.23865347676981982,8,4.9073958783755485,3.4682613597372676,0.5335091672190051,0.7364864865,55.833333333333336,0.2075,6.984988636363637,1.6094379124341005,1.6094379124341005,1.791759469228055,0.3477247602715854,2.4399528672868516,-3.4011973816621546,3.891578442335264,11.329621894158304,7.956606058091182,8.669361710039505,7.306747872584684,2.6602601841187994,0.3477247602715854,-3.0252910757955354,7.516666666666667,0.2625,0.125,-1.5488132906176657,-1.5488132906176657,6.600210577434105,-0.5621189181535411,-0.4902063365632549,-3.4265151896464454,1.3862943611198906,0.8469406537393619,3.373015836067121,2.670112480561811,12.019661433680294,4.336161519054081,4.02287402157362,-3.675149261302035,28.3,14.455806632217843,2.75,4700.082248181818,0.099009900990099
SF,2018-09-01,2018,3,9,1,244,2018 W35,2018 Sep,56.67231884,0.3931873479318735,0.022284118738304506,6,2.6680864604972583,1.897976828635656,0.1117649104034157,0.8175675677500001,56.125,0.35250000000000004,7.311022727272727,1.0986122886681098,1.3862943611198906,2.0864273964157265,2.2040227506372116,0.17395330712343798,0.30010459245033816,4.983908999788846,9.743714479134397,6.370698643067277,6.100152852858483,5.590337840598416,3.6435616262759143,2.2040227506372116,-1.168993085429909,8.4875,0.35,0.1,-1.701005105959591,-1.0427046567298135,5.9604897428085515,-1.155182640156504,-0.7985076962177716,-1.491654876777717,0,-0.781978394266561,3.373015836067121,2.670112480561811,8.96080496172651,4.787376871411856,4.153376638535982,-1.9493538878987704,29.125,4.646714204699735,3.425,10511.72957181818,0.23703703703703705
SF,2019-04-01,2019,2,4,1,91,2019 W14,2019 Apr,56.67231884,3.1470509741126236,1.2683683655554183,12,5.616706052238074,4.167344499451169,0.4816969432225965,0.2225,67.25,0.1975,7.413271276595746,1.2901718975803562,1.4699731928627195,2.1068263694825755,3.5903171117571024,1.6401405965708822,3.407841924380824,1.26401549214574,3.8740852848877463,0.1729538067903546,0.08594242980072504,-0.35814445191809235,3.788142855087022,3.5903171117571024,-0.11081436634029,7.838064516129033,0.25,0.3875,-1.62805439183336,-0.4780358009429998,6.8954296292915,0.6184236343640089,-1.203972804325936,-3.816712825623821,0,0.30952948288746246,3.701131478097392,3.5903171117571024,10.259406151535089,4.384868890964284,4.232229736805839,-0.6419126250487369,22.275,15.17826281180458,3.1225,759.7141170714285,0.8205128205128206
SF,2019-10-01,2019,4,10,1,274,2019 W40,2019 Oct,56.67231884,2.3058446757405924,1.4684164344075061,7,3.662279381670529,2.6182877061935885,1.397872183528854,0.2325,82.7,0.185,7.411596153846155,1.3029425381745061,1.4755517816455745,2.1116735525634143,2.8814215742290177,1.6736542397555594,2.4807312783775197,2.156013531450851,4.021490576575474,0.32035909847808114,0.23655799711869968,-0.1933549118637788,3.784932579456774,2.8814215742290177,-0.8197099038683744,7.664092741935485,0.3625,0.325,-1.7016648169385131,-2.3025850929940455,6.9985096422506015,-1.195674001511241,-1.3862943611198906,-3.912023005428146,0,0.4256895882456524,3.701131478097392,3.5903171117571024,11.022432605213544,5.769937755586864,4.214845488439252,-1.3334239142102349,29.75,22.035458423367366,3.1225,15515.574392727272,0.40514469453376206
SF,2020-01-01,2020,1,1,1,1,2020 W01,2020 Jan,56.67231884,4.753358681875792,1.1864112459053364,6,1.651179639294263,1.2814609136425248,0.14871986055508232,0.7162162162162162,78.69999999999999,0.185,7.4625,1.3114562985706057,1.4792708408341446,2.1152281534893627,3.500460782635241,2.460443177609626,1.7448425494403033,0.9355114251737066,3.897342147052014,0.3070250352949119,0.11886120287672884,0.5778829573048767,3.778480944175285,3.500460782635241,-0.08985632912186105,7.295,0.125,0.45,-1.9168126182316176,-1.480605040591132,6.902993961880426,-0.02531780798428989,-1.491654876777717,-3.912023005428146,0,1.0036603780110622,3.5903171117571024,3.373015836067121,10.685830919767104,5.128428785179173,4.245292328596657,-1.5648726116647795,20.25,17.49675627262406,3.2875,8901.507625498187,0.7572815533980581
SF,2020-06-01,2020,2,6,1,153,2020 W23,2020 Jun,56.67231884,2.0105063707636974,25.88983477266168,10,6.1210414418892665,4.899917747009575,1.0433851655375157,0.7364864864864865,68.075,0.163875,6.848020618556701,0.5493061443340549,1.3862943611198906,2.075551482431383,1.446337048939695,1.9936027178926752,3.5931942039795284,2.493656043220254,3.7555666846524094,0.16524957289530717,0.23815634370339503,-0.6415686653620186,3.5174103409490143,1.446337048939695,-2.1439800628174073,7.1175,0.175,0.425,-1.8573982763105483,-2.380546634463758,6.9686151672389,-1.6607312068216509,-1.203972804325936,-4.199705077879927,0,0.7471487851402462,3.5903171117571024,3.373015836067121,11.655842934464427,5.10966556766416,4.397135350014428,-2.950798301074733,28.15,26.062553161338467,2.9379,5240.921211886363,0.12605042016806722
SF,2020-09-01,2020,3,9,1,245,2020 W36,2020 Sep,56.67231884,1.0426668742773275,0.6373241396218091,6,3.5568687355760336,2.934785070007926,0.881270869310929,0.7837837837837838,71.60097402597401,0.1875,6.26219827586207,0,0.891189232148501,2.6700894949276752,1.5108755700772665,1.8070351644854392,2.636501362309721,2.897169931197157,3.708100147413486,0.11778303565638346,0.0984400728132523,-0.4030421414236973,3.609660074600233,1.5108755700772665,-2.0794415416798357,7.052483766233766,0.05,0.6875,-1.856743735229108,-2.23026443141442,7.163126526902342,-1.203972804325936,-1.491654876777717,-3.3524072174927233,0,0.45225230934484106,3.5903171117571024,3.373015836067121,9.594205799630084,4.620564122139014,4.111142288837183,-2.6002667187599164,25.4413961038961,17.66226409948605,2.890025,8302.07566725,0.12260536398467432
SF,2020-11-01,2020,4,11,1,306,2020 W44,2020 Nov,56.67231884,2.381276982503976,1.227740324656788,6,2.9151726065656405,2.279565446121737,0.6193580580175735,0.8243243243243242,67.7,0.19,8.486617647058825,0,0.9704060527839234,2.621088908003191,2.56692824432658,0.6517640998824248,1.63071004770964,1.9369599653881664,3.708100147413486,0.11778303565638346,0.22054276961415237,-0.0784388580915619,3.4875573777993334,2.56692824432658,-1.0233888674305225,6.805,0.0625,0.4875,-1.796604241274374,-1.0010319603292457,6.9959950678315455,-0.1363926249055549,-1.2909841813155656,-1.786771927717016,0,-0.14845764378737145,3.5903171117571024,3.373015836067121,10.586968265365869,4.279550392995911,3.7865390055050474,-1.2196107611784677,25.275,4.213221855406822,2.934,1377.6533663863636,0.3982683982683982
TR,2017-04-01,2017,2,4,1,91,2017 W13,2017 Apr,54.17231884,0.6340557275541796,1.0315069792553069,2,1.8898815748423097,1.7999999999999998,0.4397743613310336,0.34574324325,120.225,0.24625,13.276086065573772,0,1.3862943611198906,2.302585092994046,0.3477247602715854,-2.659260037,6.554147056414189,3.452311438737659,6.802923323611708,5.425579146158964,4.193435464866331,3.955403301058371,2.6094878587453763,0.3477247602715854,-1.0296194171811583,7.987500000000001,0.371875,0.13125,-1.8773173575897015,-1.054102650312706,9.09638749190015,-0.6169313938037724,-0.9891975026822428,-2.877547219930947,2.302585092994046,-2.0794415416798357,1.3773441774527435,-0.5685659716025696,11.67148505381481,3.582080155988172,2.8475200225533364,-2.499795262281751,22.525,12.360153135507751,4.0375,427.018098,0.10416666666666666
