site_code,collection_period,z_richness,z_shannon,z_simpson,z_canopy,z_d_oxygen,z_depth_mx,z_doc,z_ln_flood_duration,z_ln_flood_total_days,z_ln_lf_days,z_ln_lf_min,z_ln_nitrate,z_ln_turbidity,z_ln_wk4_iqr,z_ln_wk4_max,z_ln_wk4_max_to_annual_med,z_ln_wk4_max_to_wk4_med,z_ln_wk4_max_to_wk4_med_30mu,z_ln_wk4_med,z_ln_wk4_min,z_ln_wk4_min_to_annual_med,z_ph,z_sand,z_silt,z_sqrt_ammonia,z_sqrt_bluegreen_cyano,z_sqrt_conductivity,z_sqrt_diatoms,z_sqrt_gravel,z_sqrt_green_algae,z_sqrt_lf_drought_duration,z_sqrt_phosphate,z_sqrt_q_med_yr,z_sqrt_q_q25_yr,z_sqrt_rain,z_sqrt_wk4_75q_30mu,z_sqrt_wk4_med_30mu,z_sqrt_wk4_min_to_wk4_med_30mu,z_temperature,z_total_algae,z_width,z_wk4_max_30mu,z_wk4_min_to_wk4_med,z_ln_density,z_ln_biomass,z_sqrt_centroid_dist
SF,2017-03-01,-3.625,-1.7400037631621408,-1.277615773706662,-0.19737012982347713,0.513480790043289,-0.014851562499999998,-0.35163340352054373,-0.7417995987512631,-1.094643126492786,-0.6663175854682819,-0.79743993049437,-1.4052570407579403,3.6872666167146777,-0.6466816510767339,-1.844531683617936,-1.0208164028666644,-0.7547010823991873,-1.7895256796936674,-1.0898306012187486,-0.79743993049437,0.02627535025690153,-1.1179723556853087,0.07766662570312502,-0.017715870161458314,0.6939002580761227,0.21948371887397067,-0.07346824473568603,0.019264512909698106,-0.386951738077846,-0.5079920637834148,-0.15530666561175002,0.8916003049649125,-0.8237152807512715,-0.9213388023002465,-0.023189519429147154,-0.5606955159027152,-0.11287057510236398,-0.633316788785546,-1.5650872564935057,3.7113003715738326,-0.26863593750000003,-4823.05183388483,0.04835022032930081,-0.30486825346875024,0.4468945841843053,0.19670279066439
SF,2017-09-01,0.375,-0.5231219374733844,-0.4167824955791972,-0.01041856788248896,4.763480790043289,-0.0461015625,0.0025954925833531206,-0.9859764464485166,-1.094643126492786,-0.4772774453155695,0.04985792989283366,0.8495373883018762,1.5289824055949444,-0.24121654296856976,-0.9670807850600451,-0.14336550430877348,-0.7272398358942112,-0.9230436369095472,-0.23984094916583354,0.04985792989283366,0.8735732106441052,0.7782776443146915,0.044524423953125,-0.06342861432812502,-0.05266185840273119,-0.5466700673603369,0.2157767018082355,-0.7669791819604236,0.05833736030997083,-0.19375857335221314,-0.15530666561175002,1.197966388238616,-0.8237152807512715,-0.9213388023002465,0.5839431188840631,0.05899336768877905,-0.10190171932859293,0.20301221582788687,2.5849127435064965,3.3252740979730486,0.5901140625000001,7997.531329488547,0.047132934875862065,-1.2704488386866812,0.8789365962895888,-0.06312064051169941
SF,2017-11-01,1.375,0.07807707814319365,0.2269548192904982,-0.12190505425748899,-13.786519209956708,-0.07110156250000002,0.29447049258335234,-1.0726198440185097,-1.094643126492786,-0.4142640652646654,0.5462948162067249,0.69616340754279,1.3473457188829379,-0.17289729899109219,-0.7070039787001527,0.11671130205111879,-0.7528269378298627,-0.2880727591795948,0.04582295912971013,0.5462948162067249,1.370010096957996,-0.312972355685309,-0.04316670754687499,-0.038549203411458344,-0.1748794911269802,0.3780952915047904,0.2325583234168782,0.15869150404354693,0.1362964056867022,0.42792964322558724,-0.15530666561175002,0.6357643919651604,-0.8237152807512715,-0.9213388023002465,-0.6201919307160129,-0.5792890861160194,-0.4767957906986533,1.074343173511838,0.35991274350649505,-5.31302350373098,0.0888640624999999,-3827.0961212841803,0.15309578922581302,1.4381809244133064,1.2963546559991408,0.1024557387736249
SF,2017-12-01,-0.625,-1.1178319690834764,-1.004145321606047,0.09431116174251108,11.563480790043286,0.34889843749999994,-0.7680295074166477,-1.245906639158496,-0.34357210069020583,-0.35125068521376157,0.5462948162067249,0.857373736631192,0.1412924313512165,-0.661949123207523,-0.918762207789237,-0.09504692703796547,-1.0234256669418804,-2.730599816020197,0.10466345915264341,0.5462948162067249,1.370010096957996,-0.34047235568530887,-0.09852385054687499,0.11978412983854164,-0.1950821984444997,0.9574073294159372,-8.388202241595977e-4,1.2758038064555768,-0.14493970250598243,0.22313523057957418,-0.15530666561175002,-0.23008310460450898,-0.8237152807512715,-0.9213388023002465,-0.9692340172361789,2.013884946551215,1.753973037052865,-1.1564256542396802,-6.840087256493504,-5.1249766499309946,-0.0411359375,-1507.4956109432715,0.1212343173643412,-0.8037883650675749,-1.113793192069784,-0.14254818721381968
SF,2018-02-01,-1.625,-1.3973398681284919,-1.124224615726584,-0.06109424350748893,20.213480790043292,-0.05860156250000001,-0.2321784435868608,-0.4783782748271475,0.4191618353780817,0.20703630980640275,0.15164062420277613,0.8621469465503004,2.9433665628174515,-0.829003207870689,-1.2254924752117127,-1.3729445365604303,-0.9189601515472063,-1.190886758149962,-0.3065323236645061,0.15164062420277613,0.004188562854058109,0.022027644314690953,-0.05983337429687499,-0.042715870161458336,1.2263034824866608,0.3738669553952694,0.08359661462735346,0.619315179159467,0.3668200642985343,1.0639184099455843,-0.15530666561175002,-0.8422213271569234,0.14745206134871802,-0.08055562293423657,-1.1731469290503593,-0.5419465271729624,-0.09247028823984582,0.2953634790490818,-6.2900872564935035,-8.581605810804591,-0.23613593749999984,-5025.584732456258,0.13000279027074524,0.9599539051792192,0.46853396763908484,0.09195206386093324
SF,2018-04-01,-1.625,0.6761293650689377,0.8790946407605547,0.256473323992511,-13.111519209956711,-0.1361015625,-0.2850749619621027,0.0333073013937516,0.42553736541563025,0.08519991932838034,0.2730014812070438,0.2888283456385641,-1.4909321864062453,0.5930092358512815,-0.7947095591192586,-0.9421616204679764,-0.6249361725701413,-0.7717132824751579,-0.1697733865491169,0.2730014812070438,0.1255494198583258,0.24702764431469149,-0.10983337429687498,0.20728412983854166,0.45639228571487744,-0.42652575551827376,0.14352774623401832,-0.19916967965469168,-0.16380818676363607,-0.30295786531720514,-0.15530666561175002,-0.3440583184351642,0.14745206134871802,-0.08055562293423657,0.46273671047188536,-0.4240313035396319,-0.08086084782219594,0.40511489563569936,-2.390087256493505,2.257413268653467,-0.08613593749999993,-4470.107428306907,0.12183582112373981,0.041572729395040586,-0.9997615945798144,-0.2291549550911744
SF,2018-05-01,-0.625,0.2953310136887555,0.3154691145438919,0.11458143199251103,-0.48651920995671105,-0.1086015625,-0.2776448920320327,0.865118844923303,0.4311159541984857,0.026829595091663272,-0.9797614872883245,0.1693593566362428,1.2716544520488515,-0.2824595015026188,-1.305535182885249,-1.4529872442339669,-0.4501052875053446,-1.3660658591644914,-0.8554298953799044,-0.9797614872883245,-1.1272135486370427,0.45202764431469067,-0.184833374296875,0.2572841298385417,-1.0423800588317036,-0.6126280351521343,0.2962973524244843,-0.47407516552749096,0.098556077703855,0.02246453511742308,0.9433056230563598,0.09504002903153641,0.14745206134871802,-0.08055562293423657,-0.3978796774086337,0.26228194121687665,0.002666105101146954,-0.9311750257830114,1.9599127435064965,1.4710075831558225,-0.1661359375,-2056.6236889205443,-0.1059725056633774,-0.5502075510385483,-1.768447011102668,0.014890996360918951
SF,2018-06-01,-1.625,-0.8484340524862284,-0.640216013568446,0.31728413474251105,-13.76151920995671,0.3463984375,-0.058484052871193626,0.8864032459135528,0.440413602169911,0.4322947031998279,-1.6729086678482699,0.7856513349136018,1.04468372313538,-0.8109847023680103,-1.7110002909934132,-1.8584523523421312,-0.7940125026140756,-1.8203684525307395,-0.9169877883793376,-1.6729086678482699,-1.8203607291969877,0.8595276443146904,0.21516662570312503,-0.06771587016145836,-2.1409923474998127,-0.6356175533768338,0.2971791089404805,-0.6347575472179646,-0.386951738077846,0.17661521494468113,-0.15530666561175002,0.23067685607216692,0.14745206134871802,-0.08055562293423657,0.5787210972649977,0.22496410517455967,0.05150359035923113,-1.6731596916010405,2.3349127435064965,1.0327086401444987,0.13886406250000016,41.16578685218337,-0.24574980961978576,0.15051256880346858,0.1957593794792845,-0.2813426103611731
SF,2018-07-01,1.375,1.5922038705413262,0.9049946190863363,0.053770621242511085,-12.153185876623375,-0.033601562500000015,-0.07804087105301072,1.0566784538355498,0.5147947859413144,-0.2608524773601175,-1.6729086678482699,0.44690916152891136,-6.259495919302772,1.70324956251451,7.009133744419515,6.861681683070796,7.454135742349126,7.1917299478715,-0.4450019979296109,-1.6729086678482699,-1.8203607291969877,-0.028805689018642333,0.07766662570312502,-0.29271587016145834,0.35574875993518984,0.04583358741992072,-0.3597893098320917,0.10324019950733276,0.7322798377929995,-0.30295786531720514,1.2309876955081405,0.2857568563155508,0.14745206134871802,-0.08055562293423657,1.6162974431598514,-0.5226779600578491,-0.24046077463008064,-1.3811953266117292,3.4599127435064965,0.13966469997046538,-0.3111359375,-504.6672394887264,-0.3054700673598455,-0.9956382383884619,-1.178899096700867,0.009944243247600904
SF,2018-09-01,-0.625,-0.647105547336964,-0.6652899120152753,0.1348517024925111,-11.861519209956711,0.11139843750000003,0.24799321985607925,0.545852830069559,0.2916512346271045,0.03381544982755402,0.1833893225173564,-1.8190903986345022,-2.5581939451902787,2.795580119968092,5.423226329395607,5.275774268046891,4.884926885168104,5.4753199158852315,0.538299444227504,0.1833893225173564,0.0359372611686386,0.9420276443146918,0.165166625703125,-0.3177158701614583,0.20355694459326457,0.5519422213077729,-0.9995101444576449,-0.4898235224956301,0.4239784781384829,1.6319024475515234,-0.15530666561175002,-1.343162191690372,0.14745206134871802,-0.08055562293423657,-1.4425590287939336,-0.07146260770007462,-0.10995815766771866,0.34460004679153533,4.284912743506496,-9.669427727547642,0.3638640624999998,5306.980084147635,-0.16744293131290744,-1.3449504099461613,-3.550037447980224,-0.386160281558728
